rad_scale,transport_scale,storage_scale,mode,manageable_failure,manageable_CVaR95,manageable_unsafe,manageable_Y,manageable_Tc95,frontier_failure,frontier_CVaR95,frontier_unsafe,frontier_Y,frontier_Tc95,harsh_failure,harsh_CVaR95,harsh_unsafe,harsh_Y,harsh_Tc95
2.0,1.0,2.0,a10_hybrid,1.0,179.69618456096742,0.9680357142857142,0.6081666769313882,3.8568712198661275,1.0,264.2480278992759,0.9694791666666667,0.5896025823341522,4.864077724983085,1.0,381.0024474662371,0.9728125,0.5645869137590633,5.602024640048387
2.0,1.0,2.0,load_throttle,1.0,1165.871546715798,0.9709970238095238,0.560454830090076,8.230445054824644,1.0,1783.5972086458066,0.9737500000000001,0.5595314756629579,9.762954368097065,1.0,2513.8353998641974,0.9756250000000001,0.5588948483200131,11.260039195763907
2.0,1.0,2.0,no_control,1.0,3705.0176549169482,0.9738690476190477,1.0000000000000162,13.732378163486775,1.0,5632.430839722823,0.9753125,1.0000000000000162,16.467472505816154,1.0,11977.481624118569,0.9789583333333334,1.0000000000000162,22.359125885436182
2.0,1.0,2.0,pump_only,1.0,908.7997728213849,0.9700000000000001,1.0000000000000162,6.692186088965627,1.0,1580.3763829887473,0.9721875,1.0000000000000162,8.305319985510028,1.0,1856.9759908790134,0.97625,1.0000000000000162,9.368176308039203
2.0,1.0,2.0,pump_radiator,1.0,670.8050069795423,0.9701488095238097,1.0000000000000162,5.978250763852539,1.0,1261.1212040932687,0.9734375,1.0000000000000162,7.619013028076351,1.0,1473.1774258302044,0.9758333333333333,1.0000000000000162,8.933175788303734
2.0,1.0,2.0,radiator_only,1.0,2752.2171839068674,0.9730059523809523,1.0000000000000162,11.765258132317415,1.0,4004.9698165890372,0.9757291666666668,1.0000000000000162,13.873093287201096,1.0,6340.545411689974,0.9782291666666667,1.0000000000000162,17.030199866550358
2.0,1.5,1.0,a10_hybrid,1.0,99.45427923370542,0.9620238095238093,0.6774857883080176,3.25704131668452,1.0,189.2046225870125,0.96875,0.6544924624485281,4.393667933137817,1.0,316.8899644892671,0.9727083333333334,0.6163767339824939,5.503497561141554
2.0,1.5,1.0,load_throttle,1.0,704.065123660943,0.9698958333333333,0.5607459841790451,6.592752804165138,1.0,1025.1144433327622,0.9721875,0.5599954049146092,7.70279958695235,1.0,1839.7090318492592,0.9762500000000001,0.5585714015244535,9.718678047645877
2.0,1.5,1.0,no_control,1.0,2281.980828151233,0.9733482142857143,1.0000000000000162,10.781523167064147,1.0,3585.1759900946113,0.9760416666666667,1.0000000000000162,13.154896131523632,1.0,4779.487720281444,0.9779166666666668,1.0000000000000162,14.939143148532118
2.0,1.5,1.0,pump_only,1.0,444.59945593288205,0.9648660714285714,1.0000000000000162,5.024029599049309,1.0,857.2435788045807,0.9678125,1.0000000000000162,6.6063138953086025,1.0,1016.2498494109406,0.9732291666666666,1.0000000000000162,7.679732475124419
2.0,1.5,1.0,pump_radiator,1.0,355.3013819854081,0.9664583333333333,1.0000000000000162,4.669163300352424,1.0,602.8993672122842,0.9729166666666667,1.0000000000000162,6.1189125346943065,1.0,885.3882945087244,0.9739583333333333,1.0000000000000162,7.417599093973976
