rad_scale,transport_scale,storage_scale,best_a10_mode,regime,best_manage_failure,best_manage_CVaR95,best_manage_unsafe,best_manage_Y,best_manage_Tc95,best_frontier_failure,best_frontier_CVaR95,best_frontier_unsafe,best_frontier_Y,best_harsh_failure,best_harsh_CVaR95,best_harsh_unsafe,best_harsh_Y,a10v1_manage_failure,a10v1_manage_CVaR95,a10v1_manage_Y,a10v2_manage_failure,a10v2_manage_CVaR95,a10v2_manage_Y,no_control_manage_failure,no_control_manage_CVaR95,pump_radiator_manage_failure,pump_radiator_manage_CVaR95,pump_radiator_manage_unsafe,pump_radiator_manage_Y,regime_order,resource_score
4.0,6.0,2.0,a10_hybrid,DAMAGE-LIMITING-NOT-MISSION-FEASIBLE,1.0,1.1741017558488664,0.8361309523809525,0.7316924506108285,1.3072162103407108,1.0,5.777979109780941,0.9302083333333334,0.697231585492264,1.0,6.88025657661912,0.928125,0.6705956810655392,1.0,1.1741017558488664,0.7316924506108285,1.0,1.2137933725260421,0.8570707273214287,1.0,188.8629612226425,1.0,16.08473538264668,0.9407440476190477,1.0000000000000162,4,11.0
2.0,8.0,2.0,a10_hybrid,DAMAGE-LIMITING-NOT-MISSION-FEASIBLE,1.0,2.2335438010055677,0.8815773809523809,0.7210395761590361,1.3381075380973182,1.0,6.166156412128278,0.9185416666666666,0.6891605950963811,1.0,14.770942134331026,0.9354166666666668,0.6515452196785505,1.0,2.2335438010055677,0.7210395761590361,1.0,2.565242259358377,0.8486331505616597,1.0,126.73936770011574,1.0,15.201741411367085,0.9353571428571429,1.0000000000000162,4,11.0
1.0,8.0,4.0,a10_hybrid,DAMAGE-LIMITING-NOT-MISSION-FEASIBLE,1.0,5.207081592065059,0.8528571428571429,0.6341257068478893,1.4243675773549813,1.0,13.636116377786527,0.905,0.6112079519030188,1.0,24.124727827732592,0.926875,0.5866352353829181,1.0,5.207081592065059,0.6341257068478893,1.0,8.539245493500227,0.7817533986734595,1.0,149.00040870700948,1.0,30.972103271704167,0.936904761904762,1.0000000000000162,4,11.0
8.0,2.0,2.0,a10_hybrid_v2,DAMAGE-LIMITING-NOT-MISSION-FEASIBLE,1.0,18.96246584649439,0.9510416666666667,0.8248218814028344,2.117457761872033,1.0,51.72850178879519,0.9602083333333332,0.7849536834790243,1.0,81.55922541589952,0.9625,0.7647341853580061,1.0,23.680454225440222,0.6709238021346977,1.0,18.96246584649439,0.8248218814028344,1.0,1334.2718665597351,1.0,161.711669523067,0.9637202380952381,1.0000000000000162,4,11.0
4.0,6.0,4.0,a10_hybrid_v2,DAMAGE-LIMITING-NOT-MISSION-FEASIBLE,0.9642857142857143,0.9173520963192543,0.7556547619047619,0.8063368894186078,1.259688023142532,1.0,4.6573818144650385,0.9193749999999999,0.7816705885492006,1.0,10.354929445149676,0.9279166666666666,0.7639803592996898,1.0,0.5390304766816892,0.6614399885812702,0.9642857142857143,0.9173520963192543,0.8063368894186078,1.0,170.64112326143396,1.0,13.372901355421543,0.9394047619047617,1.0000000000000162,4,12.0
2.0,8.0,4.0,a10_hybrid,DAMAGE-LIMITING-NOT-MISSION-FEASIBLE,1.0,1.2593114306182263,0.7646726190476191,0.6517700461904065,1.2489649326700634,1.0,4.845702483992447,0.8704166666666666,0.6278572708815686,1.0,9.935232970891008,0.9172916666666667,0.5978484733463393,1.0,1.2593114306182263,0.6517700461904065,1.0,1.739828232728995,0.7976070593462007,1.0,120.84772411603038,1.0,14.896676039290982,0.9339583333333332,1.0000000000000162,4,12.0
8.0,2.0,4.0,a10_hybrid_v2,DAMAGE-LIMITING-NOT-MISSION-FEASIBLE,1.0,16.005553526988134,0.9480654761904761,0.7828955443211137,2.0031482855383156,1.0,34.27523175609637,0.9495833333333332,0.763517771211672,1.0,66.63069584945698,0.964375,0.7374485997334339,1.0,17.92388242071578,0.6212305228169593,1.0,16.005553526988134,0.7828955443211137,1.0,1279.2722381620927,1.0,143.5956903644158,0.9620535714285714,1.0000000000000162,4,12.0
4.0,8.0,1.0,a10_hybrid_v2,DAMAGE-LIMITING-NOT-MISSION-FEASIBLE,1.0,0.6442210395452903,0.818125,0.8746803350716376,1.211211596696938,1.0,3.792517709729061,0.9279166666666667,0.8750883836613257,1.0,12.080792184487873,0.9406249999999999,0.8629733033442215,1.0,0.7213426390660873,0.7841592657646315,1.0,0.6442210395452903,0.8746803350716376,1.0,107.16432959125927,1.0,7.649165348486107,0.9322916666666667,1.0000000000000162,4,12.5
8.0,4.0,1.0,a10_hybrid_v2,DAMAGE-LIMITING-NOT-MISSION-FEASIBLE,1.0,2.201416120954668,0.9223214285714285,0.8712430891118247,1.4354028045081115,1.0,8.198377819378534,0.9429166666666666,0.868882938693638,1.0,24.256977924323586,0.9564583333333334,0.8469215564997329,1.0,3.4185283082438,0.7752235490847221,1.0,2.201416120954668,0.8712430891118247,1.0,386.969132366555,1.0,26.519321676491238,0.950267857142857,1.0000000000000162,4,12.5
4.0,8.0,2.0,a10_hybrid,DAMAGE-LIMITING-NOT-MISSION-FEASIBLE,1.0,0.5572405474040998,0.6323511904761905,0.7416583486492039,1.2110906872612754,1.0,1.5251765471392646,0.848125,0.7170445762965746,1.0,5.545009369488802,0.9216666666666666,0.6774316907873398,1.0,0.5572405474040998,0.7416583486492039,1.0,0.6164885878924944,0.860960101971343,1.0,93.23088694000513,1.0,7.924776973875674,0.933392857142857,1.0000000000000162,4,13.0
