mode,stress,seed,finite_ok,failure,throughput_fail,V,unsafe_fraction,max_Tc,max_Tp,max_Tr,min_Es,min_Pm,max_G,Y_final
no_control,nominal,1317426686,True,True,False,1958.3239746566908,0.9716666666666667,11.052419206502151,4.292483420759626,1.194996290921264,0.86,0.84,9.482743132707723,1.0000000000000162
no_control,nominal,2022506251,True,True,False,2930.539246800698,0.9766666666666667,13.196771439284785,4.900451089625766,1.2900236009239148,0.86,0.84,11.485378229394703,1.0000000000000162
no_control,nominal,1516459118,True,True,False,1716.5814057436842,0.9716666666666667,10.378424027097209,4.42303004186026,1.2782292635293822,0.86,0.84,8.688351203904409,1.0000000000000162
no_control,nominal,533103612,True,True,False,2064.355523267393,0.9725,11.342415499970537,4.2894166824281275,1.2739405730800395,0.86,0.84,9.72175741179898,1.0000000000000162
no_control,nominal,1964759878,True,True,False,2016.7688166448627,0.9716666666666667,11.229981815157045,4.408349593084937,1.179585720811129,0.86,0.84,9.648194828112054,1.0000000000000162
no_control,nominal,2037706756,True,True,False,3313.216339761867,0.9775,13.932832712968649,5.044291131222804,1.340466054570681,0.86,0.84,12.175116963369492,1.0000000000000162
no_control,nominal,1572889065,True,True,False,2657.614894939046,0.9758333333333333,12.65300647195597,4.926220185142124,1.3422322284246264,0.86,0.84,10.871997544041378,1.0000000000000162
no_control,nominal,1432881518,True,True,False,1404.0428902548624,0.9683333333333334,9.56263119589731,4.075436660243781,1.231871057170675,0.86,0.84,7.961275116511605,1.0000000000000162
no_control,nominal,280516901,True,True,False,2532.644647179621,0.975,12.326939629999627,4.486537291259111,1.305724876318218,0.86,0.84,10.675427215410727,1.0000000000000162
no_control,nominal,205939248,True,True,False,2335.510470928294,0.9733333333333334,12.015937699528953,4.504209767676126,1.2672891580011,0.86,0.84,10.370381786513484,1.0000000000000162
no_control,nominal,571904914,True,True,False,2624.51833304717,0.975,12.567809729519892,4.475295928028525,1.2888086550396345,0.86,0.84,10.938816216203904,1.0000000000000162
no_control,nominal,948843457,True,True,False,2145.7046516767364,0.9733333333333334,11.509916961086052,4.470204238630315,1.2580109929857732,0.86,0.84,9.864384868430232,1.0000000000000162
no_control,nominal,155492488,True,True,False,2066.942305706055,0.9725,11.287162418014212,4.2899810336796556,1.2480300339904409,0.86,0.84,9.68771901713966,1.0000000000000162
no_control,nominal,1903701130,True,True,False,2241.631144320512,0.9733333333333334,11.760083607112177,4.553519352982949,1.283314852067291,0.86,0.84,10.082711226320459,1.0000000000000162
no_control,nominal,1017961266,True,True,False,2382.4545644430227,0.9741666666666666,12.09940980306327,4.54026679652746,1.306025917410216,0.86,0.84,10.419469775042,1.0000000000000162
no_control,nominal,1497769985,True,True,False,2372.226843438421,0.9741666666666666,11.982224599546717,4.663769359020172,1.1713859526383896,0.86,0.84,10.376349604717586,1.0000000000000162
no_control,nominal,456523489,True,True,False,2405.738788950061,0.9741666666666666,12.160436629398035,4.652440473993982,1.280697012929485,0.86,0.84,10.47385265139513,1.0000000000000162
no_control,nominal,701095136,True,True,False,2290.943737500761,0.975,11.700330872392392,4.481987709305998,1.295519653484836,0.86,0.84,10.038442915606062,1.0000000000000162
no_control,nominal,249069576,True,True,False,1937.3747818328202,0.9708333333333333,11.136922631463682,4.131379996105295,1.2289234261428101,0.86,0.84,9.57698149668232,1.0000000000000162
no_control,nominal,1576098728,True,True,False,1478.8323069238907,0.9683333333333334,9.859729843724944,3.807144078862619,1.239757508626427,0.86,0.84,8.327060408994297,1.0000000000000162
no_control,nominal,1662748500,True,True,False,2462.7113855736757,0.9741666666666666,12.26460543069057,4.609602722820508,1.2185306964685656,0.86,0.84,10.642154876577099,1.0000000000000162
no_control,nominal,472736216,True,True,False,2109.3161018057394,0.9733333333333334,11.407255854719622,4.536151806679241,1.245492908786954,0.86,0.84,9.751569562332515,1.0000000000000162
no_control,nominal,1535411295,True,True,False,2613.2852594383858,0.9758333333333333,12.495324074187398,4.805920015794849,1.3276623326442927,0.86,0.84,10.753501285592296,1.0000000000000162
no_control,nominal,175223003,True,True,False,2630.157470753475,0.9758333333333333,12.55568411676626,4.833741030735129,1.265068717111008,0.86,0.84,10.856419612180167,1.0000000000000162
no_control,nominal,840936862,True,True,False,2175.1502449679606,0.9733333333333334,11.564823470293783,4.333000149687551,1.2589026098831242,0.86,0.84,9.955941996994706,1.0000000000000162
no_control,nominal,343373188,True,True,False,2347.4113351230644,0.9741666666666666,11.964501378525195,4.439256514829877,1.256079829549686,0.86,0.84,10.346182049978179,1.0000000000000162
no_control,nominal,1597751082,True,True,False,2283.940713260041,0.9733333333333334,11.880992560349098,4.474702558565134,1.2072077290385994,0.86,0.84,10.284899525339457,1.0000000000000162
no_control,nominal,730359585,True,True,False,2169.11869421863,0.9741666666666666,11.478624747028098,4.7265393672644045,1.305038098509002,0.86,0.84,9.73546140585012,1.0000000000000162
no_control,nominal,1016641002,True,True,False,2067.976550310905,0.9725,11.374889518084736,4.133176115127418,1.2392647883291634,0.86,0.84,9.819626324263846,1.0000000000000162
no_control,nominal,998994690,True,True,False,2415.8312773352227,0.975,11.995785103548455,4.621116312745594,1.3006954581945671,0.86,0.84,10.305799423447958,1.0000000000000162
pump_only,nominal,1021240743,True,True,False,604.2008840745403,0.9708333333333333,5.795395424043242,4.830230654122179,1.334073705635563,0.86,0.84,3.7956279612349166,1.0000000000000162
pump_only,nominal,572134801,True,True,False,705.9173353067423,0.975,6.118440246449341,5.000124135823696,1.3433866091022426,0.86,0.84,4.085862009412963,1.0000000000000162
pump_only,nominal,1198399760,True,True,False,432.4241659365999,0.9666666666666667,5.081148305944305,4.198028430481575,1.2657315759670948,0.86,0.84,3.261981248270639,1.0000000000000162
pump_only,nominal,1751866485,True,True,False,612.9681673598491,0.9691666666666666,5.880489859218889,4.989367097172062,1.3008100805882916,0.86,0.84,3.8687112547734794,1.0000000000000162
pump_only,nominal,1070889713,True,True,False,557.4849444080106,0.9691666666666666,5.591488376085511,4.7217122850846005,1.2926454043837112,0.86,0.84,3.642615352714451,1.0000000000000162
pump_only,nominal,415096539,True,True,False,567.8206303357465,0.9691666666666666,5.652177717633078,4.777427696185872,1.278196600281161,0.86,0.84,3.702917557777479,1.0000000000000162
pump_only,nominal,52416235,True,True,False,612.01590434483,0.97,5.8579183233001215,4.925973944309654,1.3146837139008651,0.86,0.84,3.8506985028191227,1.0000000000000162
pump_only,nominal,278032723,True,True,False,549.8630312057226,0.9683333333333334,5.5892769916038025,4.7140778289938545,1.2840700953585196,0.86,0.84,3.648507269535476,1.0000000000000162
pump_only,nominal,174946158,True,True,False,544.6261134571427,0.9708333333333333,5.525956674654664,4.579971983566222,1.3988815828505452,0.86,0.84,3.5264556173023873,1.0000000000000162
pump_only,nominal,196848554,True,True,False,444.0094732097374,0.9666666666666667,5.078235049107808,4.314962639909322,1.2809345778700034,0.86,0.84,3.218135988372209,1.0000000000000162
pump_only,nominal,263030910,True,True,False,775.4590741547312,0.9741666666666666,6.411509221321868,5.330319283104734,1.315630006475588,0.86,0.84,4.329025441782397,1.0000000000000162
pump_only,nominal,1285415020,True,True,False,560.0390585700845,0.9683333333333334,5.608752764305952,4.809528252863753,1.3816779660885334,0.86,0.84,3.567072495461561,1.0000000000000162
pump_only,nominal,1733223444,True,True,False,826.7505891192661,0.9758333333333333,6.536276377166594,5.388710740045366,1.2706400529873103,0.86,0.84,4.481895036323155,1.0000000000000162
pump_only,nominal,1835544261,True,True,False,590.7288501411062,0.97,5.745302643437457,4.868133373335183,1.36475437738442,0.86,0.84,3.7088799796901966,1.0000000000000162
pump_only,nominal,1403186970,True,True,False,487.81693789143714,0.9666666666666667,5.330605682028321,4.4846689661527,1.2671898315559342,0.86,0.84,3.449068471238661,1.0000000000000162
pump_only,nominal,1291971777,True,True,False,629.2264388832593,0.9716666666666667,5.8978450423665,4.9344876427599615,1.402590878588422,0.86,0.84,3.8220962303537047,1.0000000000000162
pump_only,nominal,712292067,True,True,False,483.87353379973626,0.9666666666666667,5.311757361040186,4.51158995727087,1.2978665349131027,0.86,0.84,3.3979436417447317,1.0000000000000162
pump_only,nominal,2001429764,True,True,False,667.7100812649305,0.9725,6.016118359357032,5.03631629358895,1.353056257599996,0.86,0.84,3.959988559900538,1.0000000000000162
pump_only,nominal,1375664061,True,True,False,600.8358034876784,0.9716666666666667,5.718161814470398,4.816888196874099,1.343993267272795,0.86,0.84,3.7122577532041334,1.0000000000000162
pump_only,nominal,1556456120,True,True,False,532.5509958938685,0.97,5.526453824300828,4.522130199008662,1.2886924494498246,0.86,0.84,3.6280792415161778,1.0000000000000162
pump_only,nominal,1576053187,True,True,False,522.217689673325,0.9675,5.523768548012346,4.6075744448280735,1.3520255982964307,0.86,0.84,3.5515433523011595,1.0000000000000162
pump_only,nominal,1848019881,True,True,False,439.176018736283,0.965,5.141174582811939,4.338573270564819,1.3208746768217758,0.86,0.84,3.244067885768151,1.0000000000000162
pump_only,nominal,1508652585,True,True,False,439.03101920866317,0.9683333333333334,5.084529872849916,4.165155974408199,1.2794465985528967,0.86,0.84,3.26459634718339,1.0000000000000162
pump_only,nominal,1995737731,True,True,False,387.5381659930512,0.9633333333333334,4.860641840092142,4.125169316035435,1.2598638745314448,0.86,0.84,3.0538265467765577,1.0000000000000162
pump_only,nominal,1162788447,True,True,False,535.1774913330967,0.9708333333333333,5.47391002240699,4.560835750696966,1.3038207020429409,0.86,0.84,3.552090313998278,1.0000000000000162
pump_only,nominal,1172925522,True,True,False,372.8724200445989,0.9641666666666666,4.775961859101727,4.007733980191908,1.2757780754947532,0.86,0.84,2.982836086136324,1.0000000000000162
pump_only,nominal,539174575,True,True,False,625.216367859993,0.9716666666666667,5.851068768778763,4.910278758013157,1.289626085970793,0.86,0.84,3.8694201941681987,1.0000000000000162
pump_only,nominal,2013637345,True,True,False,697.7159710929145,0.975,6.0718476735163645,4.958786200628842,1.315348030987574,0.86,0.84,4.070196747236847,1.0000000000000162
pump_only,nominal,1187468716,True,True,False,527.3821747502186,0.9675,5.485248985594192,4.656867928064729,1.2579341799802437,0.86,0.84,3.57447024660137,1.0000000000000162
pump_only,nominal,1062978506,True,True,False,512.4165432637953,0.9683333333333334,5.401556999171874,4.5548532721560555,1.2996907927615409,0.86,0.84,3.4806996833577295,1.0000000000000162
pump_only,nominal,679326770,True,True,False,685.535825210057,0.9733333333333334,6.023056368632941,5.05581173784752,1.334425629922677,0.86,0.84,3.9785731710390118,1.0000000000000162
pump_only,nominal,587923432,True,True,False,655.7178851498912,0.9725,5.9607146757547405,5.000221201130547,1.3259293093769309,0.86,0.84,3.9329114452383576,1.0000000000000162
pump_only,nominal,1359889667,True,True,False,627.2906443730624,0.9725,5.817069215982724,4.870186251353938,1.366109979844566,0.86,0.84,3.7844561024672823,1.0000000000000162
pump_only,nominal,970187386,True,True,False,567.0361262822156,0.9708333333333333,5.595411499680419,4.690680055180931,1.3276142860760627,0.86,0.84,3.6281792248350686,1.0000000000000162
pump_only,nominal,1219839873,True,True,False,586.2850285340422,0.9691666666666666,5.805090875804768,4.8508367007426605,1.2980187875178715,0.86,0.84,3.8261979737441334,1.0000000000000162
pump_only,nominal,1428160212,True,True,False,525.8969759881312,0.9683333333333334,5.47000481144169,4.641411108385774,1.2744461774377405,0.86,0.84,3.5497389160753894,1.0000000000000162
pump_only,nominal,1930609499,True,True,False,465.2034505057524,0.9675,5.194710753469638,4.356204258495316,1.3173289993515884,0.86,0.84,3.3004364230475858,1.0000000000000162
pump_only,nominal,710582861,True,True,False,531.6572845378449,0.9691666666666666,5.4685205391014176,4.619825343301709,1.3270115328825776,0.86,0.84,3.51286932639296,1.0000000000000162
pump_only,nominal,1463614337,True,True,False,610.2959632616969,0.9716666666666667,5.806811407437799,4.804929593340436,1.3437566369132812,0.86,0.84,3.806814263290515,1.0000000000000162
pump_only,nominal,1940152705,True,True,False,605.323645990343,0.97,5.800462289598819,4.926854946890115,1.3361447538566034,0.86,0.84,3.7740873967132766,1.0000000000000162
pump_only,nominal,985452196,True,True,False,627.7881507824848,0.9708333333333333,5.872741853853427,4.944085113385652,1.3129483727573186,0.86,0.84,3.864497276029413,1.0000000000000162
pump_only,nominal,552062587,True,True,False,456.70393851233246,0.9658333333333333,5.176658735007746,4.364348175010723,1.2321288309752412,0.86,0.84,3.346726420747569,1.0000000000000162
pump_only,nominal,623566272,True,True,False,384.6585591840635,0.9608333333333333,4.938813559178214,4.162415702848115,1.2371496114971408,0.86,0.84,3.1415361825816963,1.0000000000000162
pump_only,nominal,729775797,True,True,False,682.7856994434683,0.9733333333333334,6.052752542004647,5.044800035297087,1.308209974371902,0.86,0.84,4.032535220630331,1.0000000000000162
pump_only,nominal,1352536665,True,True,False,506.4986493302212,0.97,5.378045522611072,4.443014481441889,1.311818701154157,0.86,0.84,3.4750968094502053,1.0000000000000162
pump_only,nominal,555883440,True,True,False,693.5621833476371,0.9741666666666666,6.031901067009346,5.052754404989836,1.347612750647971,0.86,0.84,3.978869964597208,1.0000000000000162
pump_only,nominal,1801800003,True,True,False,547.1753168732598,0.965,5.663412602822911,4.877150715797373,1.3436991484982368,0.86,0.84,3.6336515883556393,1.0000000000000162
pump_only,nominal,763315502,True,True,False,611.580965892614,0.9708333333333333,5.814760305487861,4.909209820085749,1.3298510922781526,0.86,0.84,3.798931987125845,1.0000000000000162
radiator_only,nominal,138897982,True,True,False,1771.6755597220179,0.9733333333333334,10.268835029098945,4.047763473669566,1.1133376624945472,0.86,0.84,8.810083295191443,1.0000000000000162
radiator_only,nominal,10785379,True,True,False,1575.5076357394523,0.9725,9.653581478968388,3.8070475831919715,1.080350825564503,0.86,0.84,8.261466928932204,1.0000000000000162
radiator_only,nominal,53923185,True,True,False,1615.3958231280026,0.9733333333333334,9.768681186048957,3.879159972208674,1.122812646432506,0.86,0.84,8.330177172218262,1.0000000000000162
radiator_only,nominal,1349917978,True,True,False,1295.2563278014916,0.9691666666666666,8.999161299810734,3.678045274199399,1.0388177924433877,0.86,0.84,7.637958781713,1.0000000000000162
radiator_only,nominal,744789065,True,True,False,1385.4938221517377,0.9708333333333333,9.211013829361546,3.7979234810991174,1.1117148006083555,0.86,0.84,7.774697180448473,1.0000000000000162
radiator_only,nominal,606412246,True,True,False,1572.428233238586,0.9716666666666667,9.74024239143135,3.853311565566386,1.104520254402515,0.86,0.84,8.31622567988187,1.0000000000000162
radiator_only,nominal,1311962371,True,True,False,1697.1707569497719,0.9733333333333334,10.057883608325824,4.30383810595175,1.1168185016803156,0.86,0.84,8.524610921169142,1.0000000000000162
radiator_only,nominal,146217199,True,True,False,2234.556302008098,0.9766666666666667,11.256481094529446,4.415034314828852,1.1031418053229218,0.86,0.84,9.759809042214567,1.0000000000000162
radiator_only,nominal,1162395141,True,True,False,2029.9821207047848,0.9741666666666666,10.909390274538268,4.028573869506511,1.1284424246735254,0.86,0.84,9.469273117303153,1.0000000000000162
radiator_only,nominal,1324630141,True,True,False,2382.763888395485,0.9766666666666667,11.705575503133987,4.728674495411247,1.1611886377385818,0.86,0.84,10.096874446953294,1.0000000000000162
radiator_only,nominal,68269102,True,True,False,1991.8443372473134,0.9758333333333333,10.631188670997998,4.1821579980381305,1.1460887120552405,0.86,0.84,9.13713285072014,1.0000000000000162
radiator_only,nominal,378657889,True,True,False,1877.8537807364908,0.9741666666666666,10.46975596910786,4.1818903063770465,1.118027823160917,0.86,0.84,8.985332749854535,1.0000000000000162
radiator_only,nominal,838210359,True,True,False,1662.7427008357633,0.9725,9.995510297033691,4.350399535521725,1.1514645013817035,0.86,0.84,8.419679081631541,1.0000000000000162
radiator_only,nominal,653669083,True,True,False,1338.4215104361037,0.97,9.116563836864263,3.6801737727686983,1.1155609891916203,0.86,0.84,7.700501592755453,1.0000000000000162
radiator_only,nominal,2041536189,True,True,False,1635.4686955008424,0.9716666666666667,10.020036489128206,4.092200716308703,1.0981468883578527,0.86,0.84,8.546195955428278,1.0000000000000162
radiator_only,nominal,946797216,True,True,False,2122.281334150246,0.9758333333333333,11.02062631474153,4.448566492319974,1.154274865241827,0.86,0.84,9.464834569111588,1.0000000000000162
radiator_only,nominal,1389289275,True,True,False,1715.8592032624679,0.9733333333333334,10.052033995667372,4.410898655974288,1.1219913518798548,0.86,0.84,8.490215324941698,1.0000000000000162
radiator_only,nominal,322557070,True,True,False,1634.669096269856,0.9725,9.8909771830426,3.788417723513131,1.1176990827422277,0.86,0.84,8.480136474065198,1.0000000000000162
radiator_only,nominal,1731742693,True,True,False,1167.641813362368,0.9683333333333334,8.53593923799495,3.711986994756142,1.0381743012228202,0.86,0.84,7.151875267658114,1.0000000000000162
radiator_only,nominal,467998669,True,True,False,1801.5730716990001,0.9733333333333334,10.302874795243444,4.218208069354611,1.128052513526938,0.86,0.84,8.793660027881767,1.0000000000000162
radiator_only,nominal,1647913984,True,True,False,1897.2122625775637,0.975,10.465470762703372,4.341446046334792,1.106176977512767,0.86,0.84,8.952437624071411,1.0000000000000162
radiator_only,nominal,1018622608,True,True,False,1811.041756462401,0.9733333333333334,10.338625620748326,4.0323438919447145,1.1292362808797731,0.86,0.84,8.875807317291073,1.0000000000000162
radiator_only,nominal,873344961,True,True,False,1830.4672114647917,0.9733333333333334,10.398313930446989,4.256781997776663,1.1048676046805939,0.86,0.84,8.900203756122831,1.0000000000000162
radiator_only,nominal,1022994326,True,True,False,1734.9667513119934,0.9725,10.188835944792274,4.166129823163763,1.0949926846557303,0.86,0.84,8.711089394600624,1.0000000000000162
radiator_only,nominal,1150738891,True,True,False,1352.5714034203156,0.9691666666666666,9.178916997625626,3.637968464837718,1.0638100598161067,0.86,0.84,7.815456048259432,1.0000000000000162
radiator_only,nominal,548107305,True,True,False,1370.587460837284,0.97,9.186733765034354,3.681562415029501,1.0514720113194043,0.86,0.84,7.824381527291336,1.0000000000000162
radiator_only,nominal,260569130,True,True,False,2160.3785172983908,0.975,11.193621258235787,4.374633780209634,1.130134604576397,0.86,0.84,9.677656610089505,1.0000000000000162
radiator_only,nominal,639016547,True,True,False,1309.719855574422,0.97,9.03171525967154,3.839089001009162,1.1119827926598804,0.86,0.84,7.575517481299739,1.0000000000000162
radiator_only,nominal,2123951056,True,True,False,2155.5672760302377,0.9758333333333333,11.057221950440976,4.329450592186786,1.0833387390139193,0.86,0.84,9.589947166031438,1.0000000000000162
radiator_only,nominal,599292075,True,True,False,1682.9071220042215,0.9733333333333334,10.007579971080428,3.916184803668694,1.1523884867962642,0.86,0.84,8.542979080502263,1.0000000000000162
radiator_only,nominal,1433570083,True,True,False,2116.418375872672,0.9758333333333333,10.991076666805398,4.575701697128336,1.1240125565924504,0.86,0.84,9.4270231341391,1.0000000000000162
radiator_only,nominal,559589597,True,True,False,1702.389666243363,0.9725,10.106129642219564,4.007237722813779,1.0980815939756332,0.86,0.84,8.662586005602165,1.0000000000000162
radiator_only,nominal,1799442136,True,True,False,1412.0641503640222,0.9716666666666667,9.151253868323714,3.680669978240289,1.083107174576472,0.86,0.84,7.771023742057307,1.0000000000000162
radiator_only,nominal,1036722625,True,True,False,1382.842446878072,0.9708333333333333,9.170616501030898,3.953103586819357,1.1020437714327451,0.86,0.84,7.702639150252243,1.0000000000000162
radiator_only,nominal,1218338984,True,True,False,1986.7444891322984,0.9741666666666666,10.798931320714754,3.982999770018748,1.1275313767261648,0.86,0.84,9.366910338712833,1.0000000000000162
radiator_only,nominal,455221513,True,True,False,1639.675895814389,0.9725,9.866228008598364,4.059453080631184,1.0953284425332246,0.86,0.84,8.405636613469923,1.0000000000000162
radiator_only,nominal,1304975114,True,True,False,1173.1303197635175,0.9666666666666667,8.679314799017313,3.528441863141405,1.0330141319332653,0.86,0.84,7.344681181520955,1.0000000000000162
radiator_only,nominal,1064358601,True,True,False,1604.184170760479,0.9716666666666667,9.817973949265337,3.790298469874419,1.0901653782598348,0.86,0.84,8.424688998439523,1.0000000000000162
radiator_only,nominal,1530335909,True,True,False,1772.178777677441,0.9733333333333334,10.233674481930558,4.162831167708373,1.1218324689579264,0.86,0.84,8.740181115235439,1.0000000000000162
radiator_only,nominal,528842169,True,True,False,1398.5302049138206,0.97,9.327848987456361,3.772492068307874,1.0865332052649344,0.86,0.84,7.9185589592936525,1.0000000000000162
radiator_only,nominal,1307520020,True,True,False,1484.1897953528487,0.9716666666666667,9.474819518453765,3.6524717454631017,1.0819629125898944,0.86,0.84,8.109493900036123,1.0000000000000162
radiator_only,nominal,1800627784,True,True,False,1457.3196731994767,0.9708333333333333,9.42831859719799,3.914678234299408,1.1105155704647696,0.86,0.84,7.9713750629616476,1.0000000000000162
radiator_only,nominal,1003642109,True,True,False,1578.972933980512,0.9725,9.749804685279269,4.202449530960911,1.1598986930146284,0.86,0.84,8.195963225552154,1.0000000000000162
radiator_only,nominal,386827496,True,True,False,2181.5332043418944,0.975,11.295910895436755,4.319302888296641,1.1252137966350655,0.86,0.84,9.799680591749059,1.0000000000000162
radiator_only,nominal,156365210,True,True,False,1378.6419559598735,0.9708333333333333,9.140475984885208,3.689370885121,1.127128504968794,0.86,0.84,7.719048852761938,1.0000000000000162
radiator_only,nominal,1851466537,True,True,False,1543.347119538948,0.9708333333333333,9.718896563763675,3.9833671204037007,1.097554921490352,0.86,0.84,8.26426378527927,1.0000000000000162
radiator_only,nominal,1084556788,True,True,False,1482.3676279413935,0.9708333333333333,9.556653993784842,3.705617814764784,1.0874585126225949,0.86,0.84,8.172349804567096,1.0000000000000162
radiator_only,nominal,382895141,True,True,False,1495.142768931596,0.9716666666666667,9.52739821626487,3.862823333191661,1.0821533553521687,0.86,0.84,8.11006799150415,1.0000000000000162
load_throttle,nominal,630896202,True,True,True,715.5775200601532,0.9691666666666666,7.240551612298646,3.2440246053669304,1.1482364301111696,0.86,0.84,5.818728563377525,0.5610118903688254
load_throttle,nominal,1611753761,True,True,True,749.3828227701758,0.9716666666666667,7.2597565058442735,3.2985209153277557,1.156885320155145,0.86,0.84,5.824996558306048,0.5602438246539309
load_throttle,nominal,795837702,True,True,True,832.1854807802387,0.9716666666666667,7.669924388576461,3.310818363737815,1.1558975218411909,0.86,0.84,6.244269595382709,0.5602971171229466
load_throttle,nominal,1312371073,True,True,True,619.8349681749025,0.9691666666666666,6.750790638912331,3.071998408073552,1.1722646489933577,0.86,0.84,5.339317463802497,0.5610637955418265
load_throttle,nominal,1743985090,True,True,True,914.4362336198687,0.9741666666666666,7.85723530399232,3.4027497097644384,1.1815443550522335,0.86,0.84,6.402233947471925,0.5594413986298792
load_throttle,nominal,449157016,True,True,True,466.6424236368248,0.9658333333333333,6.011485559840399,2.7506544240075947,1.1026447349476811,0.86,0.84,4.706786718642835,0.5621852658557178
load_throttle,nominal,1846620139,True,True,True,716.0275516322292,0.97,7.184105332622454,3.2514446638095493,1.1395820785823283,0.86,0.84,5.768405597200904,0.5607249798009584
load_throttle,nominal,1631813597,True,True,True,666.4904791925959,0.9708333333333333,6.916772876310269,3.3099629465411207,1.1868156506728462,0.86,0.84,5.4423101985261715,0.5605597399065833
load_throttle,nominal,718941254,True,True,True,932.5920226689199,0.9741666666666666,7.941063525758671,3.501189533582798,1.1811662053800682,0.86,0.84,6.463743917208202,0.5594389619577922
load_throttle,nominal,535282996,True,True,True,658.3713970105738,0.9691666666666666,6.950770141819436,2.9537269288326877,1.1360392808550046,0.86,0.84,5.603354658955649,0.5611399736360992
load_throttle,nominal,739473027,True,True,True,798.2257784139451,0.9716666666666667,7.476842411919076,2.9956951386650816,1.2117481937666046,0.86,0.84,6.083095796343571,0.5601228112119995
load_throttle,nominal,183763894,True,True,True,919.001316985679,0.9741666666666666,7.843441201371163,3.2467049787784985,1.1769616685361433,0.86,0.84,6.432644271589015,0.5593376095273425
load_throttle,nominal,921601425,True,True,True,823.2498241874266,0.9725,7.5535199912397255,3.3397319750635286,1.164963315324593,0.86,0.84,6.1138079861081875,0.559955753831167
load_throttle,nominal,1327266703,True,True,True,707.5983855355065,0.97,7.138897349256832,2.9468905696895735,1.120068410490939,0.86,0.84,5.81401118575125,0.5608191172149456
load_throttle,nominal,1656962606,True,True,True,603.9029433339365,0.9675,6.725579151998764,2.8233111133294058,1.0892351268677976,0.86,0.84,5.437924614215922,0.5616488891057124
load_throttle,nominal,1153130709,True,True,True,558.7255666576426,0.9666666666666667,6.523283385120235,2.8777063754784677,1.1328190738860193,0.86,0.84,5.179704021330144,0.5618429337829147
load_throttle,nominal,232026619,True,True,True,803.0860105685185,0.9725,7.4567609175808975,3.3571622441122617,1.159150990535972,0.86,0.84,6.013778239176699,0.5599550924124056
