rad_scale,transport_scale,storage_scale,mode,stress,n,failure_rate,throughput_failure_rate,mean_V,median_V,CVaR90_V,CVaR95_V,mean_unsafe_fraction,mean_Y_final,max_Tc_p95,min_Es_p05,min_Pm_p05
1.0,2.0,2.0,a10_hybrid,power_shortage,4,1.0,1.0,20.47310729379952,18.630403093949504,30.025771625145907,30.025771625145907,0.954375,0.673473968115633,2.178201440388192,0.17289659860005865,0.7074489551309515
1.0,2.0,2.0,a10_hybrid,radiator_degradation,4,1.0,1.0,22.519109597413085,22.386247198992127,26.281969809910372,26.281969809910372,0.9483333333333334,0.6820049941543289,2.0116869483768016,0.16727233851320752,0.84
1.0,2.0,2.0,a10_hybrid,solar_heating,4,1.0,1.0,19.42926588771945,19.554337451363274,21.68577469133396,21.68577469133396,0.9539583333333332,0.6803822571716707,1.9473723010524038,0.17036207263421452,0.84
1.0,2.0,2.0,a10_hybrid,storage_saturation,4,1.0,1.0,32.884218084901,32.22225928367344,36.074947147754656,36.074947147754656,0.9508333333333334,0.5949921700686138,2.761763316436468,0.16223636155132723,0.84
1.0,2.0,2.0,a10_hybrid_v2,burst_heat,4,1.0,0.5,42.92557834956377,41.73922363796626,54.453962318430825,54.453962318430825,0.940625,0.8042161414452558,3.3352085368350695,0.18972954840068268,0.84
1.0,2.0,2.0,a10_hybrid_v2,combined_harsh,4,1.0,1.0,120.96856763875402,117.24499284421981,138.3501996256744,138.3501996256744,0.9658333333333333,0.7530820811329579,3.9683356814852506,0.15758308838042742,0.41891923038108253
1.0,2.0,2.0,a10_hybrid_v2,combined_moderate,4,1.0,1.0,59.561055696743786,52.287271142041405,91.70161029571864,91.70161029571864,0.9535416666666667,0.7804078744042512,3.4103064855183596,0.16964165439152562,0.6470294218992747
1.0,2.0,2.0,a10_hybrid_v2,eclipse_transition,4,1.0,0.25,28.640784770474998,27.214940387780175,41.37346646004956,41.37346646004956,0.9550000000000001,0.8111617562735155,2.274092612866392,0.18642548412844437,0.7794541699883915
1.0,2.0,2.0,a10_hybrid_v2,nominal,4,1.0,0.5,32.54407720554337,31.995668450708493,50.32798422860526,50.32798422860526,0.956875,0.8052589190869832,2.398382454584274,0.18773265977834822,0.84
1.0,2.0,2.0,a10_hybrid_v2,power_shortage,4,1.0,0.25,28.717708218381304,26.76153895648909,36.42421382558749,36.42421382558749,0.9589583333333334,0.8083204255947352,2.1979739323402554,0.1865339076537126,0.6068782816547535
