rad_scale,transport_scale,storage_scale,mode,manageable_failure,manageable_throughput_failure,manageable_CVaR95,manageable_unsafe,manageable_Y,manageable_Tc95,frontier_failure,frontier_CVaR95,frontier_unsafe,frontier_Y,frontier_Tc95,harsh_failure,harsh_CVaR95,harsh_unsafe,harsh_Y,harsh_Tc95
1.0,6.0,2.0,no_control,1.0,0.0,240.9680560076904,0.9667857142857141,1.0000000000000162,4.381621898258341,1.0,421.6107835262329,0.9704166666666667,1.0000000000000162,6.032014130108378,1.0,483.05833392267914,0.9714583333333333,1.0000000000000162,6.511216435129848
1.0,6.0,2.0,pump_radiator,1.0,0.0,41.253306247958385,0.940952380952381,1.0000000000000162,2.2246035260631727,1.0,64.3780944765645,0.948125,1.0000000000000162,2.8557213645430797,1.0,106.0721001472627,0.9545833333333333,1.0000000000000162,3.415005704381266
1.0,6.0,4.0,a10_hybrid,1.0,1.0,6.258132707277598,0.8706547619047619,0.6292594198059643,1.4973802284894089,1.0,14.250588581918903,0.899375,0.6129927787750044,1.852320290998967,1.0,28.101712225091728,0.9277083333333334,0.5870487414381157,2.1491024578837825
1.0,6.0,4.0,a10_hybrid_v2,1.0,1.0,9.189941728228096,0.9036904761904762,0.7790041130315888,1.5997718100150122,1.0,19.35686212906358,0.9243750000000001,0.7650772270728223,2.004438047107441,1.0,34.085220535972006,0.9366666666666666,0.7488450769929589,2.303098822289101
1.0,6.0,4.0,no_control,1.0,0.0,239.0739887817729,0.9674107142857141,1.0000000000000162,4.362030147004552,1.0,396.666961779475,0.9685416666666666,1.0000000000000162,5.864916107026052,1.0,680.1128188323919,0.97375,1.0000000000000162,7.418683981039703
1.0,6.0,4.0,pump_radiator,1.0,0.0,37.68520995652235,0.9404761904761906,1.0000000000000162,2.1734020903241023,1.0,72.90802088982295,0.94625,1.0000000000000162,2.883863136483301,1.0,116.1484254191434,0.9547916666666667,1.0000000000000162,3.4811631201619426
1.0,8.0,1.0,a10_hybrid,1.0,1.0,8.952381928688345,0.9143154761904763,0.7706533844766231,1.5548042850306487,1.0,20.3486991843283,0.9304166666666667,0.7448194607031955,2.0081176165220267,1.0,40.80807129132764,0.940625,0.7080726160488887,2.378007815819737
1.0,8.0,1.0,a10_hybrid_v2,1.0,0.0,10.919392416926911,0.9207142857142856,0.8705824845623946,1.6031257157050394,1.0,18.12287521078248,0.9316666666666666,0.8661841159291496,1.9399405216870913,1.0,40.80963563548537,0.93875,0.8456793052009611,2.368706619749979
1.0,8.0,1.0,no_control,1.0,0.0,144.07998333359805,0.9628869047619046,1.0000000000000162,3.6662794123932407,1.0,212.2590442573726,0.9649999999999999,1.0000000000000162,4.676553201146881,1.0,400.99689523655854,0.9727083333333333,1.0000000000000162,6.170867702324007
1.0,8.0,1.0,pump_radiator,1.0,0.0,27.5036538051999,0.935892857142857,1.0000000000000162,1.96337062418905,1.0,51.12921416846396,0.9437500000000001,1.0000000000000162,2.5647577547824096,1.0,71.73867138088535,0.9502083333333333,1.0000000000000162,2.8935076223953726
